timestamp,latitude,longitude,type,amplitude_ka,height_m,num_sensors
2026-09-12T09:01:02.253798872Z,4.143371,114.46145,Cloud to Ground,-37763,0,29
2026-09-12T09:01:02.325119740Z,4.120731,114.460015,Cloud to Ground,23184,0,8
2026-09-12T09:01:02.650566765Z,4.202591,114.477005,Cloud to Cloud,42248,17882,12
2026-09-12T09:01:07.955282780Z,9.883417,122.493631,Cloud to Cloud,-28220,6284,7
2026-09-12T09:01:09.429947256Z,9.686268,122.538576,Cloud to Ground,-23636,0,6
2026-09-12T09:01:09.281539304Z,9.757534,122.504253,Cloud to Ground,-13976,0,16
2026-09-12T09:01:10.718682885Z,4.342119,114.508187,Cloud to Ground,17614,0,10
2026-09-12T09:01:11.651017913Z,4.273206,114.542458,Cloud to Ground,20956,0,17
2026-09-12T09:01:12.617235816Z,4.265738,114.561799,Cloud to Cloud,-16320,3031,12
2026-09-12T09:01:13.512161787Z,3.482449,114.908639,Cloud to Ground,32575,0,11
2026-09-12T09:01:13.931460300Z,4.169742,114.376383,Cloud to Ground,-35424,0,11
2026-09-12T09:01:15.662713515Z,7.686178,125.361636,Cloud to Cloud,-12031,5665,13
2026-09-12T09:01:15.418080000Z,10.6689,122.7342,Cloud to Ground,14189,0,8
2026-09-12T09:01:16.519331000Z,7.688,125.5408,Cloud to Ground,15815,0,9
2026-09-12T09:01:17.140495470Z,7.666485,125.626129,Cloud to Ground,50130,0,7
2026-09-12T09:01:18.189284500Z,4.296647,114.512569,Cloud to Ground,-10298,0,7
2026-09-12T09:01:18.115528190Z,4.412513,114.4849,Cloud to Ground,-19022,0,16
2026-09-12T09:01:18.575672475Z,15.378717,121.250014,Cloud to Cloud,-5373,3771,7
2026-09-12T09:01:18.365397461Z,15.391196,121.295286,Cloud to Cloud,15953,14297,9
2026-09-12T09:01:18.502741000Z,9.7964,122.5754,Cloud to Ground,13937,0,11
2026-09-12T09:01:20.510212817Z,7.702039,125.525122,Cloud to Ground,17159,0,10
2026-09-12T09:01:20.536528102Z,7.718526,125.5443,Cloud to Ground,28201,0,7
2026-09-12T09:01:21.341708855Z,9.69016,122.554496,Cloud to Cloud,12778,5298,7
2026-09-12T09:01:22.124736448Z,4.179958,114.451791,Cloud to Cloud,-17761,6390,9
2026-09-12T09:01:23.007760021Z,7.701557,125.492916,Cloud to Cloud,12600,17995,7
2026-09-12T09:01:24.416856000Z,7.027,124.8079,Cloud to Ground,-11830,0,7
2026-09-12T09:01:25.907784417Z,19.458291,122.115652,Cloud to Cloud,18147,16210,8
2026-09-12T09:01:26.923920230Z,9.713697,122.551834,Cloud to Ground,-49656,0,7
2026-09-12T09:01:26.984992425Z,20.685847,121.240831,Cloud to Ground,-77114,0,20
2026-09-12T09:01:27.177772000Z,20.7444,121.1912,Cloud to Ground,-57026,0,7
2026-09-12T09:01:27.245550026Z,20.673968,121.254301,Cloud to Ground,-19180,0,11
2026-09-12T09:01:27.188598962Z,20.625863,121.212302,Cloud to Cloud,9283,19873,6
2026-09-12T09:01:27.003305050Z,20.683383,121.223144,Cloud to Ground,17947,0,13
2026-09-12T09:01:26.779656000Z,9.997,122.7677,Cloud to Ground,-265932,0,6
2026-09-12T09:01:27.160577000Z,9.6859,122.4335,Cloud to Ground,-22669,0,5
2026-09-12T09:01:26.833990000Z,9.737,122.4508,Cloud to Ground,-22263,0,7
2026-09-12T09:01:28.143162000Z,8.4146,125.2618,Cloud to Ground,14170,0,11
2026-09-12T09:01:29.534821000Z,16.6388,121.0318,Cloud to Ground,17799,0,6
2026-09-12T09:01:32.777022706Z,5.133356,117.593651,Cloud to Ground,25116,0,14
2026-09-12T09:01:32.686743000Z,5.0998,117.6069,Cloud to Ground,27516,0,7
2026-09-12T09:01:32.506717850Z,7.705743,124.327184,Cloud to Ground,18674,0,14
2026-09-12T09:01:33.372239670Z,1.335356,112.78666,Cloud to Ground,15552,0,8
