timestamp,latitude,longitude,type,amplitude_ka,height_m,num_sensors
2026-09-23T07:00:55.394581313Z,9.965049,124.190587,Cloud to Cloud,-17398,15760,15
2026-09-23T07:00:55.854426959Z,5.948761,112.558031,Cloud to Ground,31911,0,14
2026-09-23T07:00:55.201643713Z,5.560142,112.427521,Cloud to Ground,14611,0,7
2026-09-23T07:00:55.429194762Z,11.974496,124.826988,Cloud to Ground,-30916,0,10
2026-09-23T07:00:55.072775672Z,11.938011,124.696321,Cloud to Ground,-29219,0,10
2026-09-23T07:00:55.157728106Z,11.979168,124.833682,Cloud to Ground,-19217,0,8
2026-09-23T07:00:55.291055633Z,11.947353,124.740444,Cloud to Cloud,-15060,17816,12
2026-09-23T07:00:55.578745925Z,11.976473,124.828837,Cloud to Ground,-14881,0,8
2026-09-23T07:00:56.427437781Z,9.888215,124.321691,Cloud to Cloud,12760,16653,10
2026-09-23T07:00:56.508866129Z,9.903237,124.337546,Cloud to Cloud,25447,7985,7
2026-09-23T07:00:56.022245751Z,6.041417,112.567854,Cloud to Ground,12471,0,7
2026-09-23T07:00:56.450948767Z,11.930268,124.900037,Cloud to Ground,40523,0,9
2026-09-23T07:00:57.113300737Z,12.348171,123.433901,Cloud to Cloud,9844,10454,8
2026-09-23T07:00:58.122805508Z,8.467475,125.972941,Cloud to Ground,28524,0,11
2026-09-23T07:00:58.514581438Z,18.066838,120.887,Cloud to Cloud,8951,5352,6
2026-09-23T07:01:00.019584000Z,11.9831,124.9399,Cloud to Ground,-39756,0,6
2026-09-23T07:00:59.786421802Z,12.048641,124.955022,Cloud to Ground,-16928,0,14
2026-09-23T07:01:00.217685087Z,11.139419,122.908271,Cloud to Cloud,19171,5709,8
2026-09-23T07:01:00.062950336Z,11.145722,122.905918,Cloud to Cloud,33089,5327,7
2026-09-23T07:01:00.752968116Z,11.978335,124.824209,Cloud to Ground,-26672,0,9
2026-09-23T07:01:00.643694951Z,11.970757,124.82221,Cloud to Cloud,5870,19105,6
2026-09-23T07:01:00.829293993Z,11.985943,124.752556,Cloud to Ground,10370,0,8
2026-09-23T07:01:00.308888507Z,11.945591,125.026102,Cloud to Ground,-32235,0,7
2026-09-23T07:01:01.811530290Z,9.799262,123.494484,Cloud to Ground,-23101,0,10
2026-09-23T07:01:01.661380434Z,18.112021,120.693195,Cloud to Ground,-8126,0,6
2026-09-23T07:01:02.652074746Z,5.496157,112.430926,Cloud to Ground,-22038,0,11
2026-09-23T07:01:03.322236929Z,5.431778,112.484592,Cloud to Ground,26411,0,16
2026-09-23T07:01:02.690255826Z,5.469037,112.485528,Cloud to Ground,29242,0,13
2026-09-23T07:01:02.607993667Z,5.428987,112.483712,Cloud to Ground,31136,0,22
2026-09-23T07:01:02.568046393Z,5.49545,112.457603,Cloud to Ground,35349,0,21
2026-09-23T07:01:02.748097862Z,5.429697,112.481292,Cloud to Ground,48180,0,28
2026-09-23T07:01:02.540445109Z,5.480601,112.493015,Cloud to Ground,155511,0,15
