timestamp,latitude,longitude,type,amplitude_ka,height_m,num_sensors
2026-09-09T05:05:05.427795963Z,13.550565,111.191691,Cloud to Ground,-21053,0,9
2026-09-09T05:05:05.267346466Z,13.477394,111.0278,Cloud to Ground,9892,0,7
2026-09-09T05:05:05.183649593Z,13.529591,111.127676,Cloud to Ground,17147,0,6
2026-09-09T05:05:05.175190406Z,13.511072,111.064816,Cloud to Ground,50286,0,13
2026-09-09T05:05:07.432042414Z,5.950325,119.344556,Cloud to Ground,21301,0,13
2026-09-09T05:05:09.804938568Z,14.557929,113.941271,Cloud to Ground,-12336,0,8
2026-09-09T05:05:09.690030561Z,10.930384,112.792586,Cloud to Ground,-18966,0,10
2026-09-09T05:05:09.781081000Z,10.9115,112.7474,Cloud to Ground,31517,0,6
2026-09-09T05:05:10.205524378Z,14.052649,128.033941,Cloud to Cloud,12430,17994,9
2026-09-09T05:05:10.103234008Z,14.374438,111.236269,Cloud to Ground,20449,0,6
2026-09-09T05:05:10.098263455Z,14.362515,111.309919,Cloud to Ground,25704,0,7
2026-09-09T05:05:10.111650000Z,14.3691,111.3868,Cloud to Ground,57696,0,5
2026-09-09T05:05:10.518905766Z,14.503443,113.803156,Cloud to Ground,-21847,0,7
2026-09-09T05:05:10.525046081Z,14.562192,113.92873,Cloud to Cloud,-14221,3005,10
2026-09-09T05:05:11.270376593Z,13.42293,112.42457,Cloud to Ground,-11605,0,7
2026-09-09T05:05:12.456662778Z,4.240685,116.620396,Cloud to Ground,-15297,0,13
2026-09-09T05:05:12.223342559Z,5.245394,117.25557,Cloud to Ground,19125,0,7
2026-09-09T05:05:12.424542112Z,4.192983,116.364541,Cloud to Cloud,-32006,14490,19
2026-09-09T05:05:12.425474179Z,4.264509,116.342016,Cloud to Ground,-30997,0,15
2026-09-09T05:05:12.399223423Z,12.310387,112.392311,Cloud to Ground,12481,0,8
2026-09-09T05:05:12.333912231Z,12.306034,112.362122,Cloud to Ground,16481,0,9
2026-09-09T05:05:13.643010874Z,13.04423,112.108667,Cloud to Ground,47094,0,12
2026-09-09T05:05:13.349464418Z,12.987532,111.857171,Cloud to Ground,-20674,0,7
